-1,-1,0,0,0
2,35,1,1,1
28,35,1,1,1
11,33,1,1,1
2,34,1,1,1
3,33,1,1,1
4,33,1,1,1
5,33,1,1,1
17,35,1,1,1
17,34,1,1,1
14,34,1,1,1
14,35,1,1,1
13,33,1,1,1
12,33,1,1,1
18,33,1,1,1
19,33,1,1,1
20,33,1,1,1
25,33,1,1,1
26,33,1,1,1
27,33,1,1,1
28,34,1,1,1
10,33,1,1,1
6,33,1,1,1
6,32,1,1,1
6,31,1,1,1
6,30,1,1,1
10,32,1,1,1
10,31,1,1,1
10,30,1,1,1
20,32,1,1,1
20,31,1,1,1
20,30,1,1,1
25,30,1,1,1
25,31,1,1,1
25,32,1,1,1
19,29,1,1,1
19,28,1,1,1
18,28,1,1,1
18,27,1,1,1
18,26,1,1,1
18,25,1,1,1
18,24,1,1,1
18,23,1,1,1
18,22,1,1,1
18,21,1,1,1
18,20,1,1,1
18,19,1,1,1
18,18,1,1,1
18,17,1,1,1
20,29,1,1,1
25,29,1,1,1
26,29,1,1,1
26,28,1,1,1
27,28,1,1,1
27,27,1,1,1
27,26,1,1,1
27,25,1,1,1
27,24,1,1,1
27,23,1,1,1
27,22,1,1,1
27,21,1,1,1
10,29,1,1,1
11,29,1,1,1
11,28,1,1,1
12,28,1,1,1
12,27,1,1,1
12,26,1,1,1
12,25,1,1,1
12,24,1,1,1
12,23,1,1,1
12,22,1,1,1
12,21,1,1,1
12,20,1,1,1
12,19,1,1,1
12,18,1,1,1
12,17,1,1,1
12,16,1,1,1
11,16,1,1,1
11,15,1,1,1
10,15,1,1,1
9,15,1,1,1
8,15,1,1,1
7,15,1,1,1
6,15,1,1,1
5,15,1,1,1
5,16,1,1,1
4,16,1,1,1
4,17,1,1,1
4,18,1,1,1
4,19,1,1,1
4,20,1,1,1
4,21,1,1,1
4,22,1,1,1
4,23,1,1,1
4,24,1,1,1
4,25,1,1,1
4,26,1,1,1
4,27,1,1,1
4,28,1,1,1
5,28,1,1,1
5,29,1,1,1
6,29,1,1,1
10,20,1,1,1
8,20,1,1,1
10,25,1,1,1
9,25,1,1,1
20,25,1,1,1
21,25,1,1,1
20,20,1,1,1
22,20,1,1,1
15,13,1,0,0
15,14,1,0,0
14,12,1,0,0
14,11,1,0,0
14,13,1,0,0
13,10,1,0,0
13,11,1,0,0
13,9,1,0,0
13,8,1,0,0
13,7,1,0,0
17,7,1,0,0
17,8,1,0,0
17,9,1,0,0
17,10,1,0,0
17,11,1,0,0
16,11,1,0,0
16,12,1,0,0
16,13,1,0,0
15,12,1,0,0
15,11,1,0,0
15,10,1,0,0
15,9,1,0,0
14,8,1,0,0
14,9,1,0,0
14,10,1,0,0
16,10,1,0,0
16,9,1,0,0
16,8,1,0,0
16,7,1,0,0
13,6,1,0,0
14,7,1,0,0
17,6,1,0,0
18,7,1,0,0
18,8,1,0,0
18,9,1,0,0
12,8,1,0,0
12,9,1,0,0
12,7,1,0,0
12,10,1,0,0
18,10,1,0,0
13,12,1,0,0
17,12,1,0,0
15,15,1,0,0
17,18,1,1,0
17,17,1,1,0
17,16,1,1,0
17,15,1,1,0
18,15,1,1,0
18,14,1,1,0
19,14,1,1,0
23,14,1,1,0
22,14,1,1,0
21,14,1,1,0
20,14,1,1,0
24,14,1,1,0
25,14,1,1,0
26,14,1,1,0
27,14,1,1,0
27,15,1,1,0
28,15,1,1,0
28,16,1,1,0
28,17,1,1,0
28,18,1,1,0
28,19,1,1,0
28,20,1,1,0
28,21,1,1,0
29,21,1,1,0
29,22,1,1,0
29,23,1,1,0
29,24,1,1,0
30,24,1,1,0
17,19,1,1,0
16,18,1,1,0
18,16,1,1,0
19,16,1,1,0
19,15,1,1,0
20,15,1,1,0
21,15,1,1,0
21,16,1,1,0
22,16,1,1,0
23,16,1,1,0
24,16,1,1,0
25,16,1,1,0
26,17,1,1,0
26,18,1,1,0
27,18,1,1,0
27,19,1,1,0
27,17,1,1,0
26,16,1,1,0
24,15,1,1,0
23,15,1,1,0
22,15,1,1,0
25,15,1,1,0
26,15,1,1,0
27,16,1,1,0
29,18,1,1,0
29,19,1,1,0
29,20,1,1,0
29,25,1,1,0
30,23,1,1,0
30,22,1,1,0
30,21,1,1,0
30,27,1,1,0
29,27,1,1,0
30,28,1,1,0
30,29,1,1,0
29,28,1,1,0
29,29,1,1,0
29,30,1,1,0
28,30,1,1,0
30,25,1,1,0
30,26,1,0,1
29,26,1,0,1
6,14,0,1,1
8,14,0,1,1
10,14,0,1,1
8,24,1,1,1
10,24,1,1,1
20,24,1,1,1
22,24,1,1,1
