16,6,1,1,0
15,6,1,1,0
14,6,1,1,0
13,6,1,1,0
17,6,1,1,0
18,6,1,1,0
22,11,1,1,0
22,12,1,1,0
22,13,1,1,0
22,14,1,1,0
22,15,1,1,0
22,16,1,1,0
22,17,1,1,0
22,18,1,1,0
22,19,1,1,0
22,20,1,1,0
22,21,1,1,0
20,25,1,1,0
19,25,1,1,0
18,25,1,1,0
17,25,1,1,0
16,25,1,1,0
16,26,1,1,0
15,26,1,1,0
14,26,1,1,0
17,26,1,1,0
18,26,1,1,0
15,25,1,1,0
14,25,1,1,0
13,25,1,1,0
12,25,1,1,0
11,25,1,1,0
13,26,1,1,0
9,22,1,1,0
9,21,1,1,0
9,20,1,1,0
9,19,1,1,0
9,18,1,1,0
9,17,1,1,0
9,16,1,1,0
9,15,1,1,0
9,14,1,1,0
9,13,1,1,0
9,12,1,1,0
9,11,1,1,0
10,11,1,1,0
10,10,1,1,0
10,9,1,1,0
10,8,1,1,0
11,7,1,1,0
12,7,1,1,0
13,7,1,1,0
14,7,1,1,0
15,7,1,1,0
16,7,1,1,0
17,7,1,1,0
18,7,1,1,0
19,7,1,1,0
20,8,1,1,0
20,9,1,1,0
19,9,1,1,0
18,9,1,1,0
17,9,1,1,0
16,9,1,1,0
15,9,1,1,0
14,9,1,1,0
13,9,1,1,0
12,9,1,1,0
11,9,1,1,0
11,8,1,1,0
12,8,1,1,0
13,8,1,1,0
14,8,1,1,0
15,8,1,1,0
16,8,1,1,0
17,8,1,1,0
18,8,1,1,0
19,8,1,1,0
19,10,1,1,0
20,10,1,1,0
21,9,1,1,0
18,10,1,1,0
16,10,1,1,0
15,10,1,1,0
14,11,1,1,0
13,11,1,1,0
12,11,1,1,0
11,10,1,1,0
12,10,1,1,0
13,10,1,1,0
14,10,1,1,0
17,10,1,1,0
21,10,1,1,0
21,11,1,1,0
20,11,1,1,0
20,12,1,1,0
19,12,1,1,0
17,12,1,1,0
16,12,1,1,0
16,11,1,1,0
15,11,1,1,0
12,12,1,1,0
11,12,1,1,0
10,12,1,1,0
11,11,1,1,0
10,13,1,1,0
10,14,1,1,0
10,15,1,1,0
11,15,1,1,0
11,16,1,1,0
11,17,1,1,0
10,16,1,1,0
10,17,1,1,0
10,18,1,1,0
10,19,1,1,0
10,20,1,1,0
10,21,1,1,0
10,22,1,1,0
10,23,1,1,0
10,24,1,1,0
11,24,1,1,0
12,24,1,1,0
13,24,1,1,0
14,24,1,1,0
15,24,1,1,0
16,24,1,1,0
17,24,1,1,0
18,24,1,1,0
19,24,1,1,0
20,24,1,1,0
21,24,1,1,0
21,23,1,1,0
21,22,1,1,0
20,22,1,1,0
19,22,1,1,0
19,23,1,1,0
18,23,1,1,0
17,23,1,1,0
16,23,1,1,0
12,22,1,1,0
11,22,1,1,0
11,23,1,1,0
12,23,1,1,0
13,23,1,1,0
14,23,1,1,0
15,23,1,1,0
20,23,1,1,0
21,21,1,1,0
20,21,1,1,0
16,21,1,1,0
15,21,1,1,0
11,21,1,1,0
11,20,1,1,0
12,20,1,1,0
13,20,1,1,0
14,20,1,1,0
15,20,1,1,0
16,20,1,1,0
17,20,1,1,0
18,20,1,1,0
19,20,1,1,0
20,20,1,1,0
21,20,1,1,0
21,19,1,1,0
20,19,1,1,0
19,19,1,1,0
18,19,1,1,0
17,19,1,1,0
16,19,1,1,0
15,19,1,1,0
14,19,1,1,0
13,19,1,1,0
12,19,1,1,0
11,19,1,1,0
11,18,1,1,0
12,17,1,1,0
12,18,1,1,0
13,18,1,1,0
14,18,1,1,0
15,18,1,1,0
16,18,1,1,0
17,18,1,1,0
18,18,1,1,0
19,18,1,1,0
20,18,1,1,0
21,18,1,1,0
21,17,1,1,0
21,16,1,1,0
20,16,1,1,0
19,17,1,1,0
18,17,1,1,0
17,17,1,1,0
16,17,1,1,0
15,17,1,1,0
14,17,1,1,0
13,17,1,1,0
20,17,1,1,0
19,16,1,1,0
18,16,1,1,0
17,16,1,1,0
16,16,1,1,0
15,16,1,1,0
14,16,1,1,0
13,16,1,1,0
12,16,1,1,0
12,15,1,1,0
13,15,1,1,0
15,15,1,1,0
16,15,1,1,0
18,15,1,1,0
19,15,1,1,0
20,15,1,1,0
21,15,1,1,0
21,14,1,1,0
20,13,1,1,0
19,13,1,1,0
18,14,1,1,0
16,14,1,1,0
15,14,1,1,0
12,13,1,1,0
11,13,1,1,0
15,13,1,1,0
14,13,1,1,0
14,12,1,1,0
15,12,1,1,0
17,13,1,1,0
16,13,1,1,0
13,14,1,1,0
12,14,1,1,0
11,14,1,1,0
19,14,1,1,0
20,14,1,1,0
21,13,1,1,0
21,12,1,1,0
18,11,1,1,0
17,11,1,1,0
19,11,1,1,0
21,8,1,1,0
20,7,1,1,0
22,22,1,1,0
14,14,1,1,0
14,15,1,1,0
17,15,1,1,0
17,14,1,1,0
14,21,1,1,0
13,21,1,1,0
18,21,1,1,0
17,21,1,1,0
